drug_name,dosage_name,is_specialty
Metformin HCL,Metformin HCL TAB 625MG,False
Metformin HCL,Metformin HCL SOLN 500MG/5ML,False
Metformin HCL ER (Mod),Metformin HCL ER (Mod) TAB 500MG,False
Metformin HCL ER (Mod),Metformin HCL ER (Mod) TAB 1000MG,False
Metformin HCL ER (Osm),Metformin HCL ER (Osm) TAB 500MG,False
Metformin HCL ER (Osm),Metformin HCL ER (Osm) TAB 1000MG,False
Methadone HCL,Methadone HCL SOLN 10MG/5ML,False
Methadone HCL,Methadone HCL TAB 5MG,False
Methadone HCL,Methadone HCL TAB 10MG,False
Methadone HCL,Methadone HCL SOLN 5MG/5ML,False
Methadone HCL,Methadone HCL SOLN 10MG/ML,False
Methadone HCL-Sodium Chloride,Methadone HCL-Sodium Chloride INJ 10-0.8MG/ML-%,False
Methadose,Methadose TAB 40MG,False
Methamphetamine HCL,Methamphetamine HCL TAB 5MG,False
Methazolamide,Methazolamide TAB 50MG,False
Methazolamide,Methazolamide TAB 25MG,False
Methenamine Hippurate,Methenamine Hippurate TAB 1GM,False
Methimazole,Methimazole TAB 5MG,False
Methimazole,Methimazole TAB 10MG,False
Methitest,Methitest TAB 10MG,False
Methocarbamol,Methocarbamol TAB 750MG,False
Methocarbamol,Methocarbamol TAB 500MG,False
Methocarbamol,Methocarbamol TAB 1000MG,False
Methocarbamol,Methocarbamol SOLN 1000MG/10ML,False
Methotrexate Sodium,Methotrexate Sodium TAB 2.5MG,False
Methotrexate Sodium,Methotrexate Sodium SOLN 250MG/10ML,False
Methotrexate Sodium,Methotrexate Sodium SOLN 50MG/2ML,False
Methotrexate Sodium,Methotrexate Sodium SOLN 1GM,False
Methotrexate Sodium (PF),Methotrexate Sodium (PF) SOLN 250MG/10ML,False
Methotrexate Sodium (PF),Methotrexate Sodium (PF) SOLN 1GM/40ML,False
Methotrexate Sodium (PF),Methotrexate Sodium (PF) SOLN 50MG/2ML,False
Methscopolamine Bromide,Methscopolamine Bromide TAB 2.5MG,False
Methyclothiazide,Methyclothiazide TAB 5MG,False
Methyldopate HCL,Methyldopate HCL SOLN 250MG/5ML,False
Methylin,Methylin SOLN 5MG/5ML,False
Methylin,Methylin SOLN 10MG/5ML,False
Methylphenidate,Methylphenidate PTCH 30MG/9HR,False
Methylphenidate,Methylphenidate PTCH 10MG/9HR,False
Methylphenidate,Methylphenidate PTCH 20MG/9HR,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 20MG,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 10MG,False
Methylphenidate HCL,Methylphenidate HCL TAB 10MG,False
Methylphenidate HCL,Methylphenidate HCL TAB CHEW 2.5MG,False
Methylphenidate HCL,Methylphenidate HCL TAB 5MG,False
Methylphenidate HCL,Methylphenidate HCL TAB 20MG,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 36MG/24HR,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 36MG,False
Methylphenidate HCL,Methylphenidate HCL TAB CHEW 10MG,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 27MG,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 18MG,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 18MG,False
Methylphenidate HCL,Methylphenidate HCL TAB CHEW 5MG,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 54MG/24HR,False
Methylphenidate HCL,Methylphenidate HCL ER TAB 72MG,False
Methylphenidate HCL ER (CD),Methylphenidate HCL ER (CD) CAP 20MG,False
Methylphenidate HCL ER (CD),Methylphenidate HCL ER (CD) CAP 40MG,False
Methylphenidate HCL ER (CD),Methylphenidate HCL ER (CD) CAP 10MG,False
Methylphenidate HCL ER (LA),Methylphenidate HCL ER (LA) CAP 20MG,False
Methylphenidate HCL ER (Osm),Methylphenidate HCL ER (Osm) TAB 54MG,False
Methylphenidate HCL ER (XR),Methylphenidate HCL ER (XR) CAP 20MG,False
Methylphenidate HCL ER (XR),Methylphenidate HCL ER (XR) CAP 10MG,False
Methylprednisolone,Methylprednisolone TAB 4MG,False
Methylprednisolone,Methylprednisolone 6-Day TAB 4MG (21),False
Methylprednisolone,Methylprednisolone TAB 8MG,False
Methylprednisolone,Methylprednisolone TAB 16MG,False
Methylprednisolone,Methylprednisolone TAB 32MG,False
Methylprednisolone Acetate,Methylprednisolone Acetate INJ 40MG/ML,False
Methylprednisolone Sodium Succ,Methylprednisolone Sodium Succ SOLN 125MG,False
Methylprednisolone Sodium Succ,Methylprednisolone Sodium Succ SOLN 40MG,False
Methyltestosterone,Methyltestosterone CAP 10MG,False
Metipranolol,Metipranolol SOLN 0.3%,False
Metoclopramide HCL,Metoclopramide HCL TAB 10MG,False
Metoclopramide HCL,Metoclopramide HCL TAB 5MG,False
Metoclopramide HCL,Metoclopramide HCL SOLN 5MG/5ML,False
Metoclopramide HCL,Metoclopramide HCL TAB 5MG ODT,False
Metoclopramide HCL,Metoclopramide HCL SOLN 5MG/ML,False
Metoclopramide HCL,Metoclopramide HCL SOLN 10MG/10ML,False
Metoclopramide HCL,Metoclopramide HCL TAB 10MG ODT,False
Metolazone,Metolazone TAB 2.5MG,False
Metolazone,Metolazone TAB 5MG,False
Metolazone,Metolazone TAB 10MG,False
Metoprolol Succinate,Metoprolol Succinate ER TAB 50MG,False
Metoprolol Succinate,Metoprolol Succinate ER TAB 100MG,False
Metoprolol Succinate,Metoprolol Succinate ER TAB 25MG,False
Metoprolol Succinate,Metoprolol Succinate ER TAB 200MG,False
Metoprolol Tartrate,Metoprolol Tartrate TAB 25MG,False
Metoprolol Tartrate,Metoprolol Tartrate TAB 100MG,False
Metoprolol Tartrate,Metoprolol Tartrate INJ 5MG/5ML,False
Metoprolol Tartrate,Metoprolol Tartrate TAB 50MG,False
Metoprolol Tartrate,Metoprolol Tartrate TAB 37.5MG,False
Metoprolol Tartrate,Metoprolol Tartrate SOLN 5MG/5ML,False
Metoprolol Tartrate,Metoprolol Tartrate TAB 75MG,False
Metoprolol-Hydrochlorothiazide,Metoprolol-Hydrochlorothiazide TAB 50-25MG,False
Metoprolol-Hydrochlorothiazide,Metoprolol-Hydrochlorothiazide TAB 100-50MG,False
Metoprolol-Hydrochlorothiazide,Metoprolol-Hydrochlorothiazide TAB 100-25MG,False
Metrocream,Metrocream CREAM 0.75%,False
Metrogel,Metrogel GEL 1%,False
Metrogel-Vaginal,Metrogel-Vaginal GEL 0.75%,False
Metrolotion,Metrolotion LOTN 0.75%,False
Metronidazole,Metronidazole TAB 500MG,False
Metronidazole,Metronidazole CREAM 0.75%,False
Metronidazole,Metronidazole GEL 1%,False
Metronidazole,Metronidazole GEL 0.75%,False
Metronidazole,Metronidazole TAB 125MG,False
Metronidazole,Metronidazole TAB 250MG,False
Metronidazole,Metronidazole GEL 0.75%,False
Metronidazole,Metronidazole SOLN 500MG/100ML,False
Metronidazole,Metronidazole CAP 375MG,False
Metronidazole,Metronidazole LOTN 0.75%,False
Metronidazole In Nacl,Metronidazole In Nacl SOLN 500-0.79MG/100ML-%,False
Mexiletine HCL,Mexiletine HCL CAP 150MG,False
Mexiletine HCL,Mexiletine HCL CAP 250MG,False
Mexiletine HCL,Mexiletine HCL CAP 200MG,False
Micardis,Micardis TAB 80MG,False
Micardis HCT,Micardis HCT TAB 80-25MG,False
Micardis HCT,Micardis HCT TAB 80-12.5MG,False
Miconazole Nitrate,Miconazole Nitrate SUSP 200MG,False
Microgestin 1/20,Microgestin 1/20 TAB 1-20MG-MCG,False
Microzide,Microzide CAP 12.5MG,False
Midodrine HCL,Midodrine HCL TAB 2.5MG,False
Midodrine HCL,Midodrine HCL TAB 5MG,False
Midodrine HCL,Midodrine HCL TAB 10MG,False
Miebo,Miebo SOLN 1.338GM/ML,False
Mifepristone,Mifepristone TAB 300MG,False
Mimvey,Mimvey TAB 1-0.5MG,False
Minocin,Minocin CAP 100MG,False
Minocycline HCL,Minocycline HCL CAP 100MG,False
Minocycline HCL,Minocycline HCL TAB 100MG,False
Minocycline HCL,Minocycline HCL CAP 50MG,False
Minocycline HCL,Minocycline HCL ER TAB 55MG,False
Minocycline HCL,Minocycline HCL TAB 75MG,False
Minocycline HCL,Minocycline HCL TAB 50MG,False
Minoxidil,Minoxidil TAB 2.5MG,False
Minoxidil,Minoxidil TAB 10MG,False
Mirabegron ER,Mirabegron ER TAB 25MG,False
Mirabegron ER,Mirabegron ER TAB 50MG,False
Mirapex,Mirapex TAB 1.5MG,False
Mirapex,Mirapex TAB 0.25MG,False
Mirapex,Mirapex ER TAB 3MG,False
Mirapex,Mirapex TAB 0.125MG,False
Mirapex,Mirapex ER TAB 4.5MG,False
Mirena (52 Mg),Mirena (52 Mg) IUD 20MCG/DAY,False
Mirtazapine,Mirtazapine TAB 30MG,False
Mirtazapine,Mirtazapine TAB 15MG,False
Mirtazapine,Mirtazapine TAB 45MG,False
Mirtazapine,Mirtazapine TAB 45MG ODT,False
Mirtazapine,Mirtazapine TAB 7.5MG,False
Mirtazapine,Mirtazapine TAB 15MG ODT,False
Mirtazapine,Mirtazapine TAB 30MG ODT,False
Misoprostol,Misoprostol TAB 200MCG,False
Misoprostol,Misoprostol TAB 100MCG,False
Mitigare,Mitigare CAP 0.6MG,False
Mitomycin,Mitomycin SOLN 20MG,False
Mobic,Mobic INJ 7.5MG/5ML,False
Mobic,Mobic TAB 15MG,False
Modafinil,Modafinil TAB 100MG,False
Modafinil,Modafinil TAB 200MG,False
Moexipril HCL,Moexipril HCL TAB 15MG,False
Moexipril HCL,Moexipril HCL TAB 7.5MG,False
Mometasone Furoate,Mometasone Furoate CREAM 0.1%,False
Mometasone Furoate,Mometasone Furoate SPR 50MCG/ACT,False
Mometasone Furoate,Mometasone Furoate SOLN 0.1%,False
Mometasone Furoate,Mometasone Furoate OINT 0.1%,False
Mononessa,Mononessa TAB 0.25-35MG-MCG,False
Montelukast Sodium,Montelukast Sodium TAB 10MG,False
Montelukast Sodium,Montelukast Sodium TAB 5MG,False
Montelukast Sodium,Montelukast Sodium TAB 4MG,False
Montelukast Sodium,Montelukast Sodium PACK 4MG,False
Morphine Sulfate,Morphine Sulfate TAB 15MG,False
Morphine Sulfate,Morphine Sulfate ER CAP 50MG,False
Morphine Sulfate,Morphine Sulfate ER TAB 15MG,False
Morphine Sulfate,Morphine Sulfate TAB 30MG,False
Morphine Sulfate,Morphine Sulfate ER CAP 30MG,False
Morphine Sulfate,Morphine Sulfate ER CAP 10MG,False
Morphine Sulfate,Morphine Sulfate ER CAP 20MG,False
Morphine Sulfate,Morphine Sulfate ER TAB 200MG,False
Morphine Sulfate,Morphine Sulfate ER TAB 100MG,False
Morphine Sulfate,Morphine Sulfate ER CAP 60MG,False
Morphine Sulfate,Morphine Sulfate ER TAB 30MG,False
Morphine Sulfate,Morphine Sulfate ER TAB 60MG,False
Morphine Sulfate,Morphine Sulfate SOLN 5MG/ML,False
Morphine Sulfate,Morphine Sulfate ER CAP 100MG,False
Morphine Sulfate,Morphine Sulfate SOLN 10MG/5ML,False
Morphine Sulfate,Morphine Sulfate SOLN 8MG/ML,False
Morphine Sulfate,Morphine Sulfate SOLN 20MG/5ML,False
Morphine Sulfate,Morphine Sulfate SOLN 10MG/ML,False
Morphine Sulfate,Morphine Sulfate ER CAP 80MG,False
Morphine Sulfate (Concentrate),Morphine Sulfate (Concentrate) SOLN 100MG/5ML,False
Morphine Sulfate (Concentrate),Morphine Sulfate (Concentrate) SOLN 20MG/ML,False
Morphine Sulfate ER Beads,Morphine Sulfate ER Beads CAP 30MG,False
Morphine Sulfate ER Beads,Morphine Sulfate ER Beads CAP 60MG,False
Motegrity,Motegrity TAB 2MG,False
Motegrity,Motegrity TAB 1MG,False
Movantik,Movantik TAB 25MG,False
Movantik,Movantik TAB 12.5MG,False
Moviprep,Moviprep SOLN 100GM,False
Moxifloxacin HCL,Moxifloxacin HCL SOLN 0.5%,False
Moxifloxacin HCL,Moxifloxacin HCL TAB 400MG,False
Moxifloxacin HCL In Nacl,Moxifloxacin HCL In Nacl SOLN 400MG/250ML,False
MS Contin,MS Contin TAB 60MG,False
MS Contin,MS Contin TAB 30MG,False
MS Contin,MS Contin TAB 15MG,False
Mulpleta,Mulpleta TAB 3MG,False
Multaq,Multaq TAB 400MG,False
Mupirocin,Mupirocin OINT 2%,False
Mupirocin Calcium,Mupirocin Calcium CREAM 2%,False
Mvasi,Mvasi SOLN 100MG/4ML,False
Myalept,Myalept SOLN 11.3MG,False
Mycophenolate Mofetil,Mycophenolate Mofetil CAP 250MG,False
Mycophenolate Mofetil,Mycophenolate Mofetil TAB 500MG,False
Mycophenolate Mofetil,Mycophenolate Mofetil SOLN 500MG,False
Mycophenolate Mofetil,Mycophenolate Mofetil SUSP 200MG/ML,False
Mycophenolate Mofetil HCL,Mycophenolate Mofetil HCL SOLN 500MG,False
Mycophenolate Sodium,Mycophenolate Sodium TAB 180MG,False
Mycophenolate Sodium,Mycophenolate Sodium TAB 360MG,False
Mycophenolic Acid,Mycophenolic Acid TAB 180MG,False
Mycophenolic Acid,Mycophenolic Acid TAB 360MG,False
Mydayis,Mydayis CAP 50MG,False
Myfortic,Myfortic TAB 180MG,False
Myfortic,Myfortic TAB 360MG,False
Myrbetriq,Myrbetriq TAB 50MG,False
Myrbetriq,Myrbetriq TAB 25MG,False
Myrbetriq,Myrbetriq INJ 8MG/ML,False
Na Sulfate-K Sulfate-Mg Sulf,Na Sulfate-K Sulfate-Mg Sulf SOLN 17.5-3.13-1.6GM/177ML,False
Nabumetone,Nabumetone TAB 750MG,False
Nabumetone,Nabumetone TAB 500MG,False
Nadolol,Nadolol TAB 20MG,False
Nadolol,Nadolol TAB 40MG,False
Nadolol,Nadolol TAB 80MG,False
Naftifine HCL,Naftifine HCL CREAM 2%,False
Naftin,Naftin GEL 1%,False
Naloxone HCL,Naloxone HCL LIQD 4MG/0.1ML,False
Naloxone HCL,Naloxone HCL SOLN CART 0.4MG/ML,False
Naloxone HCL,Naloxone HCL SOLN 0.4MG/ML,False
Naloxone HCL,Naloxone HCL SOLN 4MG/10ML,False
Naloxone HCL,Naloxone HCL INJ 2MG/2ML,False
Naloxone HCL,Naloxone HCL SOLN SYR 0.4MG/ML,False
Naloxone HCL,Naloxone HCL SOLN AUTO-INJ 2MG/0.4ML,False
Naltrexone HCL,Naltrexone HCL TAB 50MG,False
Namenda,Namenda SOLN 10MG/5ML,False
Namenda,Namenda TAB 5MG,False
Namenda,Namenda TAB 10MG,False
Namenda XR,Namenda XR CAP 28MG,False
Namzaric,Namzaric CAP 7-10MG,False
Namzaric,Namzaric CAP 28-10MG,False
Namzaric,Namzaric CAP 14-10MG,False
Naprosyn,Naprosyn TAB 500MG,False
Naproxen,Naproxen TAB 500MG,False
Naproxen,Naproxen TAB 250MG,False
Naproxen,Naproxen INJ 125MG/5ML,False
Naproxen,Naproxen TAB 375MG,False
Naproxen,Naproxen TAB 500MG Kit,False
Naproxen,Naproxen DR TAB 375MG,False
Naproxen DR,Naproxen DR TAB 500MG,False
Naproxen DR,Naproxen DR TAB 500MG,False
Naproxen DR,Naproxen DR TAB 375MG,False
Naproxen Sodium,Naproxen Sodium ER TAB 500MG,False
Naproxen Sodium,Naproxen Sodium ER TAB 375MG,False
Naproxen Sodium,Naproxen Sodium TAB 275MG,False
Naproxen Sodium,Naproxen Sodium TAB 550MG,False
Naproxen Sodium,Naproxen Sodium ER TAB 750MG,False
Naproxen-Esomeprazole,Naproxen-Esomeprazole TAB 500-20MG,False
Naproxen-Esomeprazole,Naproxen-Esomeprazole TAB 375-20MG,False
Naratriptan HCL,Naratriptan HCL TAB 2.5MG,False
Naratriptan HCL,Naratriptan HCL TAB 1MG,False
Narcan,Narcan LIQD 4MG/0.1ML,False
Nascobal,Nascobal SOLN 500MCG/0.1ML,False
Nasonex,Nasonex SPR 50MCG/ACT,False
Natacyn,Natacyn SOLN 5%,False
Nateglinide,Nateglinide TAB 120MG,False
Nateglinide,Nateglinide TAB 60MG,False
Natesto,Natesto GEL 5.5MG/ACT,False
Natroba,Natroba INJ 0.9%,False
Nayzilam,Nayzilam SOLN 5MG/0.1ML,False
Nebivolol HCL,Nebivolol HCL TAB 10MG,False
Nebivolol HCL,Nebivolol HCL TAB 5MG,False
Nebivolol HCL,Nebivolol HCL TAB 2.5MG,False
Nebivolol HCL,Nebivolol HCL TAB 20MG,False
Necon 0.5/35 (28),Necon 0.5/35 (28) TAB 0.5-35MG-MCG,False
Necon 7/7/7,Necon 7/7/7 TAB 0.5/0.75/1-35MG-MCG,False
Nefazodone HCL,Nefazodone HCL TAB 50MG,False
Nefazodone HCL,Nefazodone HCL TAB 200MG,False
Nefazodone HCL,Nefazodone HCL TAB 150MG,False
Nefazodone HCL,Nefazodone HCL TAB 100MG,False
Neffy,Neffy SOLN 1MG/0.1ML,False
Neffy,Neffy SOLN 2MG/0.1ML,False
Nemluvio,Nemluvio AUTO-INJ 30MG,False
Neo-Polycin,Neo-Polycin OINT 3.5-400-10000,False
Neo-Synalar,Neo-Synalar CREAM 0.5-0.025%,False
Neomycin Sulfate,Neomycin Sulfate TAB 500MG,False
Neomycin-Bacitracin Zn-Polymyx,Neomycin-Bacitracin Zn-Polymyx OINT 3.5-400-10000,False
Neomycin-Bacitracin Zn-Polymyx,Neomycin-Bacitracin Zn-Polymyx OINT 5-400-10000,False
Neomycin-Polymyxin B GU,Neomycin-Polymyxin B GU SOLN 40-200000,False
Neomycin-Polymyxin-Dexameth,Neomycin-Polymyxin-Dexameth SOLN 3.5-10000-0.1,False
Neomycin-Polymyxin-Dexameth,Neomycin-Polymyxin-Dexameth OINT 3.5-10000-0.1,False
Neomycin-Polymyxin-Dexameth,Neomycin-Polymyxin-Dexameth SUSP 0.1%,False
Neomycin-Polymyxin-Gramicidin,Neomycin-Polymyxin-Gramicidin SOLN 1.75-10000-.025,False
Neomycin-Polymyxin-HC,Neomycin-Polymyxin-HC SOLN 1%,False
Neomycin-Polymyxin-HC,Neomycin-Polymyxin-HC SOLN 3.5-10000-1,False
Neomycin-Polymyxin-HC,Neomycin-Polymyxin-HC SOLN 3.5-10000-1,False
Neomycin-Polymyxin-HC,Neomycin-Polymyxin-HC INJ 3.5-10000-1,False
Neoral,Neoral CAP 100MG,False
Nephramine,Nephramine SOLN 5.4%,False
Nerlynx,Nerlynx TAB 40MG,False
Nesina,Nesina TAB 25MG,False
Neupro,Neupro PTCH 2MG/24HR,False
Neupro,Neupro PTCH 1MG/24HR,False
Neupro,Neupro PTCH 8MG/24HR,False
Neupro,Neupro PTCH 6MG/24HR,False
Neupro,Neupro PTCH 4MG/24HR,False
Neurontin,Neurontin CAP 100MG,False
Neurontin,Neurontin CAP 300MG,False
Neurontin,Neurontin TAB 600MG,False
Neurontin,Neurontin CAP 400MG,False
Neurontin,Neurontin TAB 800MG,False
Nevirapine,Nevirapine TAB 200MG,False
Nevirapine,Nevirapine ER TAB 400MG,False
Nexavar,Nexavar TAB 200MG,False
Nexium,Nexium CAP 20MG,False
Nexium,Nexium CAP 40MG,False
Nexium,Nexium PACK 40MG,False
Nexium,Nexium PACK 10MG,False
Nexium,Nexium PACK 2.5MG,False
Nexium,Nexium PACK 20MG,False
Nexium 24hr,Nexium 24hr CAP 20MG,False
Nexium 24hr Clear Minis,Nexium 24hr Clear Minis CAP 20MG,False
Nexletol,Nexletol TAB 180MG,False
Nexlizet,Nexlizet TAB 180-10MG,False
Nexterone,Nexterone SOLN 360-4.14MG/200ML-%,False
Niacin,Niacin TAB 500MG,False
Niacin (Antihyperlipidemic),Niacin (Antihyperlipidemic) TAB 500MG,False
Niacin ER,Niacin ER TAB 1000MG,False
Niacin ER (Antihyperlipidemic),Niacin ER (Antihyperlipidemic) TAB 500MG,False
Niacin ER (Antihyperlipidemic),Niacin ER (Antihyperlipidemic) TAB 1000MG,False
Niacin ER (Antihyperlipidemic),Niacin ER (Antihyperlipidemic) TAB 750MG,False
Niaspan,Niaspan TAB 500MG,False
Nicardipine HCL,Nicardipine HCL CAP 20MG,False
Nicardipine HCL,Nicardipine HCL CAP 30MG,False
Nicotrol,Nicotrol INHA,False
Nicotrol Ns,Nicotrol Ns SOLN 10MG/ML,False
Nifedipine,Nifedipine ER TAB 30MG,False
Nifedipine,Nifedipine ER TAB 60MG,False
Nifedipine,Nifedipine CAP 10MG,False
Nifedipine,Nifedipine CAP 20MG,False
Nifedipine,Nifedipine ER TAB 90MG,False
Nifedipine ER Osmotic Release,Nifedipine ER Osmotic Release TAB 90MG,False
Nifedipine ER Osmotic Release,Nifedipine ER Osmotic Release TAB 60MG,False
Nifedipine ER Osmotic Release,Nifedipine ER Osmotic Release TAB 30MG,False
Nilotinib HCL,Nilotinib HCL CAP 150MG,False
Nimodipine,Nimodipine SOLN 60MG/20ML,False
Nimodipine,Nimodipine CAP 30MG,False
Ninlaro,Ninlaro CAP 4MG,False
Nisoldipine,Nisoldipine ER TAB 30MG,False
Nisoldipine,Nisoldipine ER TAB 40MG,False
Nisoldipine,Nisoldipine ER TAB 8.5MG,False
Nisoldipine,Nisoldipine ER TAB 17MG,False
Nitazoxanide,Nitazoxanide TAB 500MG,False
Nitro-Bid,Nitro-Bid OINT 2%,False
Nitro-Dur,Nitro-Dur PTCH 0.3MG/HR,False
Nitrofurantoin,Nitrofurantoin SUSP 50MG/5ML,False
Nitrofurantoin,Nitrofurantoin INJ 25MG/5ML,False
Nitrofurantoin Macrocrystal,Nitrofurantoin Macrocrystal CAP 100MG,False
Nitrofurantoin Macrocrystal,Nitrofurantoin Macrocrystal CAP 50MG,False
Nitrofurantoin Macrocrystal,Nitrofurantoin Macrocrystal CAP 25MG,False
Nitrofurantoin Monohyd Macro,Nitrofurantoin Monohyd Macro CAP 100MG,False
Nitroglycerin,Nitroglycerin OINT 0.4%,False
Nitroglycerin,Nitroglycerin SUB 0.4MG,False
Nitroglycerin,Nitroglycerin PTCH 0.4MG/24HR,False
Nitroglycerin,Nitroglycerin PTCH 0.1MG/24HR,False
Nitroglycerin,Nitroglycerin SUB 0.6MG,False
Nitroglycerin,Nitroglycerin SUB 0.3MG,False
Nitroglycerin,Nitroglycerin PTCH 0.6MG/24HR,False
Nitroglycerin,Nitroglycerin PTCH 0.2MG/24HR,False
Nitroglycerin,Nitroglycerin SOLN 0.4MG/SPRAY,False
Nitroglycerin,Nitroglycerin SOLN 5MG/ML,False
Nitrolingual,Nitrolingual SOLN 0.4MG/SPRAY,False
Nitrostat,Nitrostat SUB 0.4MG,False
Nitrostat,Nitrostat SUB 0.3MG,False
Nizatidine,Nizatidine CAP 150MG,False
Nizatidine,Nizatidine CAP 300MG,False
Nizoral,Nizoral SHAMPOO 2%,False
Nolix,Nolix LOTN 0.05%,False
Norco,Norco TAB 10-325MG,False
Norco,Norco TAB 5-325MG,False
Norco,Norco TAB 7.5-325MG,False
Norditropin Flexpro,Norditropin Flexpro SOLN 30MG/3ML,False
Norditropin Flexpro,Norditropin Flexpro INJ 10MG/1.5ML,False
Norethin Ace-Eth Estrad-Fe,Norethin Ace-Eth Estrad-Fe TAB 1-20MG-MCG,False
Norethin-Eth Estradiol-Fe,Norethin-Eth Estradiol-Fe TAB 0.4-35MG-MCG,False
Norethindrone,Norethindrone TAB 0.35MG,False
Norethindrone Acet-Ethinyl Est,Norethindrone Acet-Ethinyl Est TAB 1-20MG-MCG,False
Norethindrone Acet-Ethinyl Est,Norethindrone Acet-Ethinyl Est TAB 1.5-30MG-MCG,False
Norethindrone Acetate,Norethindrone Acetate TAB 5MG,False
Norethindrone-Eth Estradiol,Norethindrone-Eth Estradiol TAB 1-5MG-MCG,False
Norgestimate-Eth Estradiol,Norgestimate-Eth Estradiol TAB 0.25-35MG-MCG,False
Northera,Northera CAP 300MG,False
Nortrel 0.5/35 (28),Nortrel 0.5/35 (28) TAB 0.5-35MG-MCG,False
Nortriptyline HCL,Nortriptyline HCL CAP 25MG,False
Nortriptyline HCL,Nortriptyline HCL CAP 10MG,False
Nortriptyline HCL,Nortriptyline HCL CAP 50MG,False
Nortriptyline HCL,Nortriptyline HCL CAP 75MG,False
Nortriptyline HCL,Nortriptyline HCL SOLN 10MG/5ML,False
Norvasc,Norvasc TAB 10MG,False
Norvasc,Norvasc TAB 5MG,False
Norvasc,Norvasc TAB 2.5MG,False
Nourianz,Nourianz TAB 40MG,False
Novarel,Novarel SOLN 5000UNIT,False
Novarel,Novarel SOLN 10000UNIT,False
Novolin 70/30,Novolin 70/30 INJ (70-30) 100UNIT/ML,False
Novolin 70/30 Flexpen,Novolin 70/30 Flexpen INJ (70-30) 100UNIT/ML,False
Novolin 70/30 Flexpen Relion,Novolin 70/30 Flexpen Relion INJ (70-30) 100UNIT/ML,False
Novolin 70/30 Relion,Novolin 70/30 Relion INJ (70-30) 100UNIT/ML,False
Novolin N,Novolin N INJ 100UNIT/ML,False
Novolin N Flexpen,Novolin N Flexpen INJ 100UNIT/ML,False
Novolin N Flexpen Relion,Novolin N Flexpen Relion INJ 100UNIT/ML,False
Novolin N Relion,Novolin N Relion INJ 100UNIT/ML,False
Novolin R,Novolin R SOLN 100UNIT/ML,False
Novolin R Flexpen,Novolin R Flexpen INJ 100UNIT/ML,False
Novolin R Flexpen Relion,Novolin R Flexpen Relion INJ 100UNIT/ML,False
Novolin R Relion,Novolin R Relion SOLN 100UNIT/ML,False
Novolog,Novolog IJ SOLN 100UNIT/ML,False
Novolog 70/30 Flexpen Relion,Novolog 70/30 Flexpen Relion INJ (70-30) 100UNIT/ML,False
Novolog Flexpen Relion,Novolog Flexpen Relion INJ 100UNIT/ML,False
Novolog Mix 70/30,Novolog Mix 70/30 INJ (70-30) 100UNIT/ML,False
Novolog Mix 70/30 Flexpen,Novolog Mix 70/30 Flexpen INJ (70-30) 100UNIT/ML,False
Novolog Penfill,Novolog Penfill INJ 100UNIT/ML,False
Novolog Relion,Novolog Relion SOLN 100UNIT/ML,False
Nubeqa,Nubeqa TAB 300MG,False
Nucynta,Nucynta ER TAB 200MG,False
Nucynta,Nucynta ER TAB 50MG,False
Nucynta,Nucynta ER TAB 100MG,False
Nucynta,Nucynta TAB 75MG,False
Nucynta,Nucynta TAB 50MG,False
Nucynta,Nucynta TAB 100MG,False
Nuedexta,Nuedexta CAP 20-10MG,False
Nulojix,Nulojix SOLN 250MG,False
Nulytely With Flavor Packs,Nulytely With Flavor Packs SOLN 420GM,False
Nuplazid,Nuplazid TAB 10MG,False
Nuplazid,Nuplazid CAP 34MG,False
Nuplazid,Nuplazid TAB 17MG,False
Nurtec,Nurtec TAB 75MG ODT,False
Nuvaring,Nuvaring RING 0.12-0.015MG/24HR,False
Nuvigil,Nuvigil TAB 50MG,False
Nuvigil,Nuvigil TAB 150MG,False
Nuzyra,Nuzyra SOLN 100MG,False
Nyamyc,Nyamyc POWD 100000UNIT/GM,False
Nystatin,Nystatin POWD 100000UNIT/GM,False
Nystatin,Nystatin CREAM 100000UNIT/GM,False
Nystatin,Nystatin OINT 100000UNIT/GM,False
Nystatin,Nystatin SUSP 100000UNIT/ML,False
Nystatin,Nystatin TAB 500000UNIT,False
Nystatin-Triamcinolone,Nystatin-Triamcinolone CREAM 100000-0.1UNIT/GM-%,False
Nystatin-Triamcinolone,Nystatin-Triamcinolone OINT 100000-0.1UNIT/GM-%,False
Nystop,Nystop POWD 100000UNIT/GM,False
Ocaliva,Ocaliva TAB 5MG,False
Ocaliva,Ocaliva TAB 10MG,False
