drug_name,dosage_name,is_specialty
Kisqali (600 Mg Dose),Kisqali (600 Mg Dose) TAB 200MG,False
Klisyri,Klisyri OINT 1%,False
Klonopin,Klonopin TAB 0.5MG,False
Klonopin,Klonopin TAB 1MG,False
Klonopin,Klonopin TAB 2MG,False
Klor-Con,Klor-Con TAB 8MEQ,False
Klor-Con,Klor-Con PACK 20MEQ,False
Klor-Con 10,Klor-Con 10 TAB 10MEQ,False
Klor-Con M10,Klor-Con M10 TAB 10MEQ,False
Klor-Con M15,Klor-Con M15 TAB 15MEQ,False
Klor-Con M20,Klor-Con M20 TAB 20MEQ,False
Klor-Con Sprinkle,Klor-Con Sprinkle CAP 10MEQ,False
Kloxxado,Kloxxado LIQD 8MG/0.1ML,False
Kombiglyze XR,Kombiglyze XR TAB 5-500MG,False
Korlym,Korlym TAB 300MG,False
Koselugo,Koselugo CAP 10MG,False
Kristalose,Kristalose PACK 20GM,False
Kristalose,Kristalose PACK 10GM,False
Kurvelo,Kurvelo TAB 0.15-30MG-MCG,False
Kyprolis,Kyprolis SOLN 30MG,False
Labetalol HCL,Labetalol HCL TAB 100MG,False
Labetalol HCL,Labetalol HCL SOLN 5MG/ML,False
Labetalol HCL,Labetalol HCL TAB 200MG,False
Labetalol HCL,Labetalol HCL TAB 300MG,False
Labetalol HCL,Labetalol HCL INJ 10MG/2ML,False
Lacosamide,Lacosamide TAB 200MG,False
Lacosamide,Lacosamide TAB 100MG,False
Lacosamide,Lacosamide TAB 150MG,False
Lacosamide,Lacosamide TAB 50MG,False
Lacosamide,Lacosamide SOLN 10MG/ML,False
Lacosamide,Lacosamide SOLN 100MG/10ML,False
Lacosamide,Lacosamide SOLN 200MG/20ML,False
Lacrisert,Lacrisert INST 5MG,False
Lactated Ringers,Lactated Ringers SOLN,False
Lactulose,Lactulose SOLN 10GM/15ML,False
Lactulose,Lactulose SOLN 20GM/30ML,False
Lactulose,Lactulose PACK 10GM,False
Lactulose,Lactulose PACK 20GM,False
Lactulose Encephalopathy,Lactulose Encephalopathy SOLN 10GM/15ML,False
Lagevrio,Lagevrio CAP 200MG,False
Lamictal,Lamictal TAB 200MG,False
Lamictal,Lamictal TAB 150MG,False
Lamictal,Lamictal TAB 100MG,False
Lamictal,Lamictal TAB 25MG,False
Lamictal,Lamictal TAB CHEW 25MG,False
Lamictal ODT,Lamictal ODT TAB 50MG,False
Lamictal ODT,Lamictal ODT TAB 200MG,False
Lamictal XR,Lamictal XR TAB 200MG,False
Lamictal XR,Lamictal XR TAB 300MG,False
Lamictal XR,Lamictal XR TAB 250MG,False
Lamisil,Lamisil TAB 250MG,False
Lamivudine,Lamivudine TAB 300MG,False
Lamivudine,Lamivudine TAB 150MG,False
Lamivudine,Lamivudine TAB 100MG,False
Lamivudine-Zidovudine,Lamivudine-Zidovudine TAB 150-300MG,False
Lamotrigine,Lamotrigine TAB 200MG,False
Lamotrigine,Lamotrigine ER TAB 100MG,False
Lamotrigine,Lamotrigine ER TAB 50MG,False
Lamotrigine,Lamotrigine TAB 100MG,False
Lamotrigine,Lamotrigine TAB 25MG,False
Lamotrigine,Lamotrigine TAB 150MG,False
Lamotrigine,Lamotrigine ER TAB 25MG,False
Lamotrigine,Lamotrigine TAB 100MG ODT,False
Lamotrigine,Lamotrigine Chewable TAB 25MG,False
Lamotrigine,Lamotrigine ER TAB 200MG,False
Lamotrigine,Lamotrigine TAB 25MG ODT,False
Lamotrigine,Lamotrigine ER TAB 250MG,False
Lamotrigine,Lamotrigine Chewable TAB 5MG,False
Lamotrigine,Lamotrigine TAB 50MG ODT,False
Lamotrigine,Lamotrigine ER TAB 300MG,False
Lamotrigine,Lamotrigine TAB 200MG ODT,False
Lamotrigine,Lamotrigine KIT 21 x 25 MG &7 X 50 MG,False
Lamotrigine,Lamotrigine KIT  25 & 50 & 100MG,False
Lamotrigine Starter Kit-Blue,Lamotrigine Starter Kit-Blue KIT 35 x 25MG,False
Lampit,Lampit TAB 120MG,False
Lanoxin,Lanoxin TAB 125MCG,False
Lanoxin,Lanoxin TAB 250MCG,False
Lanreotide Acetate,Lanreotide Acetate SOLN 120MG/0.5ML,False
Lansoprazole,Lansoprazole CAP 15MG,False
Lansoprazole,Lansoprazole TAB 30MG,False
Lansoprazole,Lansoprazole CAP 30MG,False
Lansoprazole,Lansoprazole TAB 15MG,False
Lanthanum Carbonate,Lanthanum Carbonate TAB 1000MG,False
Lanthanum Carbonate,Lanthanum Carbonate TAB 750MG,False
Lanthanum Carbonate,Lanthanum Carbonate TAB 500MG,False
Lantus,Lantus SOLN 100UNIT/ML,False
Lapatinib Ditosylate,Lapatinib Ditosylate TAB 250MG,False
Lasix,Lasix TAB 20MG,False
Lasix,Lasix TAB 40MG,False
Lasix,Lasix TAB 80MG,False
Lastacaft,Lastacaft SOLN 0.25%,False
Latanoprost,Latanoprost SOLN 0.005%,False
Latisse,Latisse SOLN 0.03%,False
Latuda,Latuda TAB 80MG,False
Latuda,Latuda TAB 40MG,False
Latuda,Latuda TAB 20MG,False
Latuda,Latuda TAB 60MG,False
Latuda,Latuda TAB 120MG,False
Layolis Fe,Layolis Fe TAB 0.8-25MG-MCG,False
Lazcluze,Lazcluze TAB 240MG,False
Leflunomide,Leflunomide TAB 10MG,False
Leflunomide,Leflunomide TAB 20MG,False
Lenvima (10 Mg Daily Dose),Lenvima (10 Mg Daily Dose) CAP 10MG,False
Lenvima (12 Mg Daily Dose),Lenvima (12 Mg Daily Dose) CAP 3 x 4MG,False
Lenvima (14 Mg Daily Dose),Lenvima (14 Mg Daily Dose) CAP 10 & 4MG,False
Lenvima (24 Mg Daily Dose),Lenvima (24 Mg Daily Dose) CAP 2 x 10 MG &4 MG,False
Lenvima (4 Mg Daily Dose),Lenvima (4 Mg Daily Dose) CAP 4MG,False
Lenvima (8 Mg Daily Dose),Lenvima (8 Mg Daily Dose) CAP 2 x 4MG,False
Leqselvi,Leqselvi TAB 8MG,False
Lescol XL,Lescol XL TAB 80MG,False
Letairis,Letairis TAB 10MG,False
Letrozole,Letrozole TAB 2.5MG,False
Leucovorin Calcium,Leucovorin Calcium TAB 5MG,False
Leucovorin Calcium,Leucovorin Calcium TAB 10MG,False
Leucovorin Calcium,Leucovorin Calcium TAB 25MG,False
Leucovorin Calcium,Leucovorin Calcium TAB 15MG,False
Leucovorin Calcium,Leucovorin Calcium SOLN 200MG,False
Leucovorin Calcium,Leucovorin Calcium SOLN 100MG/10ML,False
Leuprolide Acetate,Leuprolide Acetate KIT 1MG/0.2ML,False
Leuprolide Acetate,Leuprolide Acetate INJ 22.5MG,False
Leuprolide Acetate (3 Month),Leuprolide Acetate (3 Month) INJ 22.5MG,False
Levalbuterol HCL,Levalbuterol HCL NEBU 0.63MG/3ML,False
Levalbuterol HCL,Levalbuterol HCL NEBU 1.25MG/3ML,False
Levalbuterol HCL,Levalbuterol HCL NEBU 1.25MG/0.5ML,False
Levalbuterol HCL,Levalbuterol HCL NEBU 0.31MG/3ML,False
Levalbuterol Tartrate,Levalbuterol Tartrate AERO 45MCG,False
Levamlodipine Maleate,Levamlodipine Maleate TAB 2.5MG,False
Levaquin,Levaquin TAB 250MG,False
Levaquin,Levaquin TAB 500MG,False
Levaquin,Levaquin TAB 750MG,False
Levemir,Levemir SOLN 100UNIT/ML,False
Levemir Flexpen,Levemir Flexpen INJ 100UNIT/ML,False
Levetiracetam,Levetiracetam TAB 500MG,False
Levetiracetam,Levetiracetam ER TAB 500MG,False
Levetiracetam,Levetiracetam TAB 250MG,False
Levetiracetam,Levetiracetam TAB 1000MG,False
Levetiracetam,Levetiracetam SOLN 100MG/ML,False
Levetiracetam,Levetiracetam TAB 750MG,False
Levetiracetam,Levetiracetam ER TAB 750MG,False
Levetiracetam In Nacl,Levetiracetam In Nacl SOLN 500MG/100ML,False
Levetiracetam In Nacl,Levetiracetam In Nacl SOLN 1000MG/100ML,False
Levitra,Levitra TAB 10MG,False
Levo-T,Levo-T TAB 25MCG,False
Levo-T,Levo-T TAB 125MCG,False
Levo-T,Levo-T TAB 112MCG,False
Levo-T,Levo-T TAB 75MCG,False
Levo-T,Levo-T TAB 137MCG,False
Levo-T,Levo-T TAB 50MCG,False
Levo-T,Levo-T TAB 100MCG,False
Levo-T,Levo-T TAB 150MCG,False
Levobunolol HCL,Levobunolol HCL SOLN 0.5%,False
Levocarnitine,Levocarnitine TAB 330MG,False
Levocarnitine,Levocarnitine SOLN 1GM/10ML,False
Levocarnitine (Dietary),Levocarnitine (Dietary) SOLN 1GM/10ML,False
Levocarnitine (Dietary),Levocarnitine (Dietary) TAB 330MG,False
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride TAB 5MG,False
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride SOLN 2.5MG/5ML,False
Levofloxacin,Levofloxacin TAB 500MG,False
Levofloxacin,Levofloxacin TAB 750MG,False
Levofloxacin,Levofloxacin SOLN 25MG/ML,False
Levofloxacin,Levofloxacin TAB 250MG,False
Levofloxacin,Levofloxacin SOLN 0.5%,False
Levofloxacin,Levofloxacin SOLN 25MG/ML,False
Levofloxacin In D5W,Levofloxacin In D5W SOLN 500MG/100ML,False
Levofloxacin In D5W,Levofloxacin In D5W SOLN 750MG/150ML,False
Levofloxacin In D5W,Levofloxacin In D5W SOLN 250MG/50ML,False
Levoleucovorin Calcium,Levoleucovorin Calcium SOLN 175MG/17.5ML,False
Levonest,Levonest TAB 50-30/75-40/125-30 MCG,False
Levonorg-Eth Estrad Triphasic,Levonorg-Eth Estrad Triphasic TAB 50-30/75-40/125-30 MCG,False
Levonorgest-Eth Est & Eth Est,Levonorgest-Eth Est & Eth Est TAB 42-21-21-7DAYS,False
Levonorgest-Eth Estrad 91-Day,Levonorgest-Eth Estrad 91-Day TAB 0.15-0.03 &0.01MG,False
Levonorgest-Eth Estrad 91-Day,Levonorgest-Eth Estrad 91-Day TAB 0.15-0.03MG,False
Levonorgestrel-Ethinyl Estrad,Levonorgestrel-Ethinyl Estrad TAB 0.1-20MG-MCG,False
Levonorgestrel-Ethinyl Estrad,Levonorgestrel-Ethinyl Estrad TAB 0.15-30MG-MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 137MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 75MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 200MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 25MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 125MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 50MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 75MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 150MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 112MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 25MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 88MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 112MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 100MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 125MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 88MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 50MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 175MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 150MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 137MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 13MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 175MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 100MCG,False
Levothyroxine Sodium,Levothyroxine Sodium CAP 200MCG,False
Levothyroxine Sodium,Levothyroxine Sodium TAB 300MCG,False
Levothyroxine Sodium,Levothyroxine Sodium SOLN 100MCG,False
Levoxyl,Levoxyl TAB 75MCG,False
Levoxyl,Levoxyl TAB 88MCG,False
Levoxyl,Levoxyl TAB 150MCG,False
Levoxyl,Levoxyl TAB 100MCG,False
Levoxyl,Levoxyl TAB 25MCG,False
Levoxyl,Levoxyl TAB 200MCG,False
Levoxyl,Levoxyl TAB 50MCG,False
Levoxyl,Levoxyl TAB 125MCG,False
Levoxyl,Levoxyl TAB 137MCG,False
Levoxyl,Levoxyl TAB 112MCG,False
Lexapro,Lexapro TAB 20MG,False
Lexapro,Lexapro TAB 10MG,False
Lexapro,Lexapro TAB 5MG,False
Lexapro,Lexapro SOLN 5MG/5ML,False
Lialda,Lialda TAB 1.2GM,False
Librax,Librax CAP 5-2.5MG,False
Licart,Licart PTCH 1.3%,False
Lidocaine,Lidocaine OINT 5%,False
Lidocaine,Lidocaine PTCH 5%,False
Lidocaine HCL,Lidocaine HCL SOLN 1%,False
Lidocaine HCL,Lidocaine HCL SOLN 4%,False
Lidocaine HCL,Lidocaine HCL SOLN 2%,False
Lidocaine HCL,Lidocaine HCL SOLN 0.5%,False
Lidocaine HCL,Lidocaine HCL SOLN 4%,False
Lidocaine HCL (Cardiac) Pf,Lidocaine HCL (Cardiac) Pf SOLN 100MG/5ML,False
Lidocaine HCL (PF),Lidocaine HCL (PF) SOLN 2%,False
Lidocaine HCL (PF),Lidocaine HCL (PF) SOLN 0.5%,False
Lidocaine HCL Urethral/Mucosal,Lidocaine HCL Urethral/Mucosal GEL 2%,False
Lidocaine Viscous HCL,Lidocaine Viscous HCL SOLN 2%,False
Lidocaine-Prilocaine,Lidocaine-Prilocaine CREAM 2.5-2.5%,False
Lidocaine-Prilocaine,Lidocaine-Prilocaine KIT 2.5-2.5%,False
Lidocan,Lidocan PTCH 5%,False
Lidoderm,Lidoderm PTCH 5%,False
Liletta (52 Mg),Liletta (52 Mg) IUD 20.1MCG/DAY,False
Lincocin,Lincocin SOLN 300MG/ML,False
Linezolid,Linezolid TAB 600MG,False
Linezolid,Linezolid SOLN 600MG/300ML,False
Linezolid,Linezolid SUSP 100MG/5ML,False
Linzess,Linzess CAP 145MCG,False
Linzess,Linzess CAP 72MCG,False
Linzess,Linzess CAP 290MCG,False
Liothyronine Sodium,Liothyronine Sodium TAB 5MCG,False
Liothyronine Sodium,Liothyronine Sodium TAB 25MCG,False
Liothyronine Sodium,Liothyronine Sodium TAB 50MCG,False
Liothyronine Sodium,Liothyronine Sodium SOLN 10MCG/ML,False
Lipitor,Lipitor TAB 10MG,False
Lipitor,Lipitor TAB 20MG,False
Lipitor,Lipitor TAB 40MG,False
Lipitor,Lipitor TAB 80MG,False
Lipofen,Lipofen CAP 150MG,False
Lipofen,Lipofen CAP 50MG,False
Liraglutide,Liraglutide INJ 18MG/3ML,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate CAP 70MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate CAP 20MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate CAP 30MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate CAP 50MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate CAP 40MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate CAP 60MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate TAB 60MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate TAB 40MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate TAB 50MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate TAB 30MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate CAP 10MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate TAB 10MG,False
Lisdexamfetamine Dimesylate,Lisdexamfetamine Dimesylate TAB 20MG,False
Lisinopril,Lisinopril TAB 40MG,False
Lisinopril,Lisinopril TAB 5MG,False
Lisinopril,Lisinopril TAB 10MG,False
Lisinopril,Lisinopril TAB 20MG,False
Lisinopril,Lisinopril TAB 30MG,False
Lisinopril,Lisinopril TAB 2.5MG,False
Lisinopril-Hydrochlorothiazide,Lisinopril-Hydrochlorothiazide TAB 20-12.5MG,False
Lisinopril-Hydrochlorothiazide,Lisinopril-Hydrochlorothiazide TAB 10-12.5MG,False
Lisinopril-Hydrochlorothiazide,Lisinopril-Hydrochlorothiazide TAB 20-25MG,False
Lithium,Lithium SOLN 8MEQ/5ML,False
Lithium Carbonate,Lithium Carbonate CAP 300MG,False
Lithium Carbonate,Lithium Carbonate TAB 300MG,False
Lithium Carbonate,Lithium Carbonate ER TAB 450MG,False
Lithium Carbonate,Lithium Carbonate CAP 600MG,False
Lithium Carbonate,Lithium Carbonate CAP 150MG,False
Lithium Carbonate,Lithium Carbonate ER TAB 300MG,False
Livalo,Livalo TAB 4MG,False
Livalo,Livalo TAB 2MG,False
Livalo,Livalo TAB 1MG,False
Livdelzi,Livdelzi CAP 10MG,False
Livtencity,Livtencity TAB 200MG,False
LO Loestrin Fe,LO Loestrin Fe TAB 1 MG-10 MCG /10 MCG,False
Lo-Zumandimine,Lo-Zumandimine TAB 3-0.02MG,False
Lodine,Lodine TAB 400MG,False
Lodoco,Lodoco TAB 0.5MG,False
Lodosyn,Lodosyn TAB 25MG,False
Loestrin Fe 1/20,Loestrin Fe 1/20 TAB 1-20MG-MCG,False
Lofexidine HCL,Lofexidine HCL TAB 0.18MG,False
Lokelma,Lokelma PACK 5GM,False
Lokelma,Lokelma PACK 10GM,False
Lomaira,Lomaira TAB 8MG,False
Lomotil,Lomotil TAB 2.5-0.025MG,False
Lonsurf,Lonsurf TAB 20-8.19MG,False
Loperamide HCL,Loperamide HCL CAP 2MG,False
Lopid,Lopid TAB 600MG,False
Lopinavir-Ritonavir,Lopinavir-Ritonavir TAB 100-25MG,False
Lopressor,Lopressor TAB 50MG,False
Lopressor,Lopressor TAB 100MG,False
Lopressor HCT,Lopressor HCT TAB 50-25MG,False
Loprox,Loprox CREAM 0.77%,False
Lorazepam,Lorazepam TAB 0.5MG,False
Lorazepam,Lorazepam TAB 2MG,False
Lorazepam,Lorazepam TAB 1MG,False
Lorazepam,Lorazepam CONC 1MG/0.5ML,False
Lorazepam,Lorazepam CONC 2MG/ML,False
Lorazepam,Lorazepam SOLN 2MG/ML,False
Lorazepam Intensol,Lorazepam Intensol CONC 2MG/ML,False
Loryna,Loryna TAB 3-0.02MG,False
Losartan Potassium,Losartan Potassium TAB 100MG,False
Losartan Potassium,Losartan Potassium TAB 25MG,False
Losartan Potassium,Losartan Potassium TAB 50MG,False
Losartan Potassium-HCTZ,Losartan Potassium-HCTZ TAB 100-12.5MG,False
Losartan Potassium-HCTZ,Losartan Potassium-HCTZ TAB 50-12.5MG,False
Losartan Potassium-HCTZ,Losartan Potassium-HCTZ TAB 100-25MG,False
Lotemax,Lotemax OINT 0.5%,False
Lotemax,Lotemax GEL 0.5%,False
Lotemax,Lotemax SOLN 0.5%,False
Lotemax Sm,Lotemax Sm GEL 0.38%,False
Lotensin,Lotensin TAB 20MG,False
Lotensin,Lotensin TAB 10MG,False
Loteprednol Etabonate,Loteprednol Etabonate GEL 0.5%,False
Loteprednol Etabonate,Loteprednol Etabonate SOLN 0.5%,False
Loteprednol Etabonate,Loteprednol Etabonate INJ 0.2%,False
Lotrel,Lotrel CAP 10-40MG,False
Lotrel,Lotrel CAP 10-20MG,False
Lotrel,Lotrel CAP 5-20MG,False
Lotrisone,Lotrisone CREAM 1-0.05%,False
Lovastatin,Lovastatin TAB 40MG,False
Lovastatin,Lovastatin TAB 20MG,False
Lovastatin,Lovastatin TAB 10MG,False
Lovaza,Lovaza CAP 1GM,False
Lovenox,Lovenox INJ 80MG/0.8ML,False
Lovenox,Lovenox INJ 150MG/ML,False
Lovenox,Lovenox INJ 60MG/0.6ML,False
Lovenox,Lovenox INJ 100MG/ML,False
Loxapine Succinate,Loxapine Succinate CAP 50MG,False
Loxapine Succinate,Loxapine Succinate CAP 10MG,False
Loxapine Succinate,Loxapine Succinate CAP 5MG,False
Loxapine Succinate,Loxapine Succinate CAP 25MG,False
Lubiprostone,Lubiprostone CAP 24MCG,False
Lubiprostone,Lubiprostone CAP 8MCG,False
Lumakras,Lumakras TAB 320MG,False
Lumigan,Lumigan SOLN 0.01%,False
Lumizyme,Lumizyme SOLN 50MG,False
Lunesta,Lunesta TAB 3MG,False
Lunesta,Lunesta TAB 1MG,False
Lunesta,Lunesta TAB 2MG,False
Lupkynis,Lupkynis CAP 7.9MG,False
Lupron Depot (1-Month),Lupron Depot (1-Month) KIT 3.75MG,False
Lupron Depot (1-Month),Lupron Depot (1-Month) KIT 7.5MG,False
Lupron Depot (3-Month),Lupron Depot (3-Month) KIT 22.5MG,False
Lupron Depot (3-Month),Lupron Depot (3-Month) KIT 11.25MG,False
Lupron Depot (4-Month),Lupron Depot (4-Month) KIT 30MG,False
Lupron Depot (6-Month),Lupron Depot (6-Month) KIT 45MG,False
Lurasidone HCL,Lurasidone HCL TAB 60MG,False
Lurasidone HCL,Lurasidone HCL TAB 40MG,False
Lurasidone HCL,Lurasidone HCL TAB 20MG,False
Lurasidone HCL,Lurasidone HCL TAB 120MG,False
Lurasidone HCL,Lurasidone HCL TAB 80MG,False
Lutera,Lutera TAB 0.1-20MG-MCG,False
Lybalvi,Lybalvi TAB 10-10MG,False
Lybalvi,Lybalvi TAB 20-10MG,False
Lybalvi,Lybalvi TAB 5-10MG,False
Lybalvi,Lybalvi TAB 15-10MG,False
Lyllana,Lyllana PTCH 0.0375MG/24HR,False
Lyllana,Lyllana PTCH 0.025MG/24HR,False
Lyllana,Lyllana PTCH 0.075MG/24HR,False
Lyrica,Lyrica CAP 150MG,False
Lyrica,Lyrica CAP 100MG,False
Lyrica,Lyrica CAP 300MG,False
Lyrica,Lyrica CAP 200MG,False
Lyrica,Lyrica CAP 75MG,False
Lyrica,Lyrica CAP 25MG,False
Lyrica,Lyrica CAP 50MG,False
Lyrica,Lyrica CAP 225MG,False
Lyrica CR,Lyrica CR TAB 165MG,False
Lyrica CR,Lyrica CR TAB 82.5MG,False
Lysodren,Lysodren TAB 500MG,False
Lyumjev,Lyumjev SOLN 100UNIT/ML,False
Lyumjev Kwikpen,Lyumjev Kwikpen INJ 100UNIT/ML,False
Lyumjev Kwikpen,Lyumjev Kwikpen INJ 200UNIT/ML,False
M-M-R II,M-M-R II SOLN,False
Macrobid,Macrobid CAP 100MG,False
Macrodantin,Macrodantin CAP 25MG,False
Macrodantin,Macrodantin CAP 100MG,False
Macrodantin,Macrodantin CAP 50MG,False
Magnesium Sulfate,Magnesium Sulfate SOLN 20GM/500ML,False
Magnesium Sulfate,Magnesium Sulfate SOLN 50%,False
Magnesium Sulfate,Magnesium Sulfate SOLN 4GM/50ML,False
Magnesium Sulfate,Magnesium Sulfate SOLN 50%,False
Magnesium Sulfate,Magnesium Sulfate SOLN 40GM/1000ML,False
Magnesium Sulfate,Magnesium Sulfate SOLN 4GM/100ML,False
Magnesium Sulfate,Magnesium Sulfate SOLN 2GM/50ML,False
Magnesium Sulfate In D5w,Magnesium Sulfate In D5w SOLN 1-5GM/100ML-%,False
Maprotiline HCL,Maprotiline HCL TAB 25MG,False
Maraviroc,Maraviroc TAB 300MG,False
Maraviroc,Maraviroc TAB 150MG,False
Marinol,Marinol CAP 5MG,False
Matzim LA,Matzim LA TAB 300MG,False
Matzim LA,Matzim LA TAB 180MG,False
Matzim LA,Matzim LA TAB 360MG,False
Mavenclad (10 Tabs),Mavenclad (10 Tabs) TAB 10MG,False
Mavenclad (4 Tabs),Mavenclad (4 Tabs) TAB 10MG,False
Mavenclad (5 Tabs),Mavenclad (5 Tabs) TAB 10MG,False
Maxalt,Maxalt TAB 10MG,False
Maxalt,Maxalt TAB 5MG,False
Maxalt-MLT,Maxalt-MLT TAB 10MG ODT,False
Maxalt-MLT,Maxalt-MLT TAB 5MG ODT,False
Maxidex,Maxidex SOLN 0.1%,False
Maxitrol,Maxitrol OINT 3.5-10000-0.1,False
Maxzide,Maxzide TAB 75-50MG,False
Meclizine HCL,Meclizine HCL TAB 25MG,False
Meclizine HCL,Meclizine HCL TAB 12.5MG,False
Meclofenamate Sodium,Meclofenamate Sodium CAP 50MG,False
Medrol,Medrol TAB 4MG,False
Medrol,Medrol TAB 4MG,False
Medrol,Medrol TAB 8MG,False
Medrol,Medrol TAB 2MG,False
Medroxyprogesterone Acetate,Medroxyprogesterone Acetate INJ 150MG/ML,False
Medroxyprogesterone Acetate,Medroxyprogesterone Acetate TAB 2.5MG,False
Medroxyprogesterone Acetate,Medroxyprogesterone Acetate TAB 10MG,False
Medroxyprogesterone Acetate,Medroxyprogesterone Acetate TAB 5MG,False
Medroxyprogesterone Acetate,Medroxyprogesterone Acetate SUSP PREFILLED SYR 150MG/ML,False
Mefloquine HCL,Mefloquine HCL TAB 250MG,False
Megace ES,Megace ES INJ 625MG/5ML,False
Megestrol Acetate,Megestrol Acetate TAB 40MG,False
Megestrol Acetate,Megestrol Acetate INJ 40MG/ML,False
Megestrol Acetate,Megestrol Acetate TAB 20MG,False
Megestrol Acetate,Megestrol Acetate INJ 625MG/5ML,False
Megestrol Acetate,Megestrol Acetate INJ 400MG/10ML,False
Mekinist,Mekinist TAB 0.5MG,False
Mektovi,Mektovi TAB 15MG,False
Meloxicam,Meloxicam TAB 7.5MG,False
Meloxicam,Meloxicam TAB 15MG,False
Meloxicam,Meloxicam CAP 5MG,False
Meloxicam,Meloxicam CAP 10MG,False
Memantine HCL,Memantine HCL TAB 10MG,False
Memantine HCL,Memantine HCL TAB 5MG,False
Memantine HCL,Memantine HCL TAB 28 x 5 MG &21 x 10 MG,False
Memantine HCL,Memantine HCL SOLN 10MG/5ML,False
Memantine HCL,Memantine HCL ER CAP 28MG,False
Memantine HCL,Memantine HCL ER CAP 7MG,False
Memantine HCL,Memantine HCL ER CAP 14MG,False
Memantine HCL,Memantine HCL ER CAP 21MG,False
Memantine HCL,Memantine HCL SOLN 2MG/ML,False
Memantine HCL-Donepezil HCL,Memantine Hcl-Donepezil HCL CAP 28-10MG,False
Memantine HCL-Donepezil HCL,Memantine Hcl-Donepezil HCL CAP 14-10MG,False
Memantine HCL-Donepezil HCL,Memantine Hcl-Donepezil HCL CAP 21-10MG,False
Menest,Menest TAB 0.625MG,False
Meperidine HCL,Meperidine HCL TAB 50MG,False
Meprobamate,Meprobamate TAB 400MG,False
Mepron,Mepron INJ 750MG/5ML,False
Mercaptopurine,Mercaptopurine TAB 50MG,False
Mercaptopurine,Mercaptopurine SUSP 2000MG/100ML,False
Meropenem,Meropenem SOLN 1GM,False
Meropenem,Meropenem SOLN 500MG,False
Mesalamine,Mesalamine DR TAB 800MG,False
Mesalamine,Mesalamine ER CAP 500MG,False
Mesalamine,Mesalamine ER CAP .375GM,False
Mesalamine,Mesalamine ENEM 4GM,False
Mesalamine,Mesalamine DR CAP 400MG,False
Mesalamine,Mesalamine DR TAB 1.2GM,False
Mesalamine,Mesalamine KIT 4GM,False
Mesalamine,Mesalamine SUSP 1000MG,False
Mestinon,Mestinon SOLN 60MG/5ML,False
Metadate,Metadate ER TAB 20MG,False
Metaproterenol Sulfate,Metaproterenol Sulfate SYRP 10MG/5ML,False
Metaproterenol Sulfate,Metaproterenol Sulfate TAB 20MG,False
Metaproterenol Sulfate,Metaproterenol Sulfate TAB 10MG,False
Metaxalone,Metaxalone TAB 800MG,False
Metaxalone,Metaxalone TAB 400MG,False
Metformin HCL,Metformin HCL TAB 750MG,False
Metformin HCL,Metformin HCL TAB 500MG,False
Metformin HCL,Metformin HCL TAB 1000MG,False
Metformin HCL,Metformin HCL ER TAB 500MG,False
Metformin HCL,Metformin HCL TAB 850MG,False
Metformin HCL,Metformin HCL ER TAB 750MG,False
